Valeur fonciere,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain,Cadastre,Prix m2
170000.0,Maison,76.0,3,611.0,44 120 AM,2236.842105263158
255000.0,Maison,40.0,2,404.0,44 154 AV,6375.0
118000.0,Maison,53.0,2,215.0,44 133 AE,2226.4150943396226
240000.0,Maison,61.0,3,448.0,44 12 AC,3934.4262295081967
305000.0,Maison,111.0,5,2087.0,44 164 D,2747.747747747748
152500.0,Maison,65.0,3,380.0,44 166 AX,2346.153846153846
208500.0,Maison,49.0,2,621.0,44 101 AB,4255.102040816327
238460.0,Maison,88.0,4,941.0,44 154 AA,2709.7727272727275
159000.0,Maison,59.0,3,500.0,44 116 A,2694.915254237288
303000.0,Maison,125.0,5,800.0,44 46 ZS,2424.0
160000.0,Maison,107.0,6,800.0,44 39 AA,1495.3271028037384
238235.0,Maison,87.0,4,528.0,44 154 ZK,2738.3333333333335
155668.72,Maison,88.0,4,675.0,44 192 YC,1768.9627272727273
276190.0,Maison,73.0,5,440.0,44 154 AR,3783.4246575342468
694572.0,Maison,97.0,4,531.0,44 131 DH,7160.5360824742265
80631.0,Maison,77.0,4,358.0,44 116 A,1047.155844155844
763415.0,Maison,160.0,7,579.0,44 12 AH,4771.34375
269230.0,Maison,80.0,4,356.0,44 154 AB,3365.375
169870.0,Maison,66.0,3,543.0,44 21 ZX,2573.787878787879
351660.0,Maison,140.0,4,680.0,44 131 EI,2511.8571428571427
118290.0,Appartement,26.0,1,0.0,44 182 BL,4549.615384615385
127227.4,Maison,42.0,3,2577.0,44 166 AS,3029.2238095238095
482751.0,Appartement,95.0,5,0.0,44 131 DI,5081.58947368421
290001.0,Maison,46.0,2,283.0,44 131 DK,6304.369565217391
163405.0,Maison,42.0,3,73.0,44 131 DK,3890.595238095238
109979.0,Maison,72.0,3,140.0,44 101 AC,1527.486111111111
225153.5,Maison,93.0,4,665.0,44 21 AB,2421.005376344086
288490.0,Maison,84.0,5,519.0,44 131 AX,3434.404761904762
153390.0,Maison,67.0,2,415.0,44 164 E,2289.402985074627
102168.0,Maison,128.0,6,895.0,44 166 ZA,798.1875
268212.0,Maison,108.0,4,704.0,44 46 AA,2483.4444444444443
333717.0,Maison,106.0,5,542.0,44 154 ZS,3148.2735849056603
162806.1,Appartement,50.0,2,0.0,44 182 BI,3256.1220000000003
421542.0,Maison,74.0,3,515.0,44 101 AI,5696.513513513513
175510.0,Maison,117.0,5,180.0,44 182 BM,1500.08547008547
250425.0,Appartement,60.0,2,0.0,44 131 CW,4173.75
358906.0,Maison,96.0,4,1012.0,44 166 AZ,3738.6041666666665
371089.0,Maison,132.0,6,527.0,44 101 AI,2811.280303030303
366019.2,Maison,89.0,4,895.0,44 136 AV,4112.575280898876
155238.0,Maison,56.0,2,513.0,44 154 AA,2772.1071428571427
331740.0,Maison,132.0,6,800.0,44 154 ZT,2513.181818181818
265460.0,Maison,101.0,4,768.0,44 186 AK,2628.3168316831684
288489.0,Maison,100.0,5,584.0,44 154 AW,2884.89
733730.0,Maison,225.0,6,500.0,44 136 AW,3261.0222222222224
165172.0,Maison,76.0,2,500.0,44 126 B,2173.315789473684
208565.33,Maison,40.0,3,384.0,44 106 AI,5214.13325
313810.84,Maison,48.0,2,196.0,44 131 DL,6537.725833333334
408480.0,Maison,143.0,4,500.0,44 182 BL,2856.5034965034965
317418.0,Maison,76.0,6,310.0,44 12 AH,4176.5526315789475
163620.0,Maison,65.0,3,0.0,44 154 AM,2517.230769230769
158491.0,Appartement,47.0,2,0.0,44 154 AS,3372.148936170213
163343.4,Maison,130.0,4,254.0,44 126 BH,1256.4876923076922
216370.0,Maison,77.0,3,1025.0,44 126 AZ,2810.0
386870.0,Maison,115.0,5,615.0,44 154 ZK,3364.086956521739
48446.0,Maison,50.0,1,611.0,44 192 ZE,968.92
388659.0,Maison,121.0,4,1590.0,44 131 YX,3212.0578512396696
103150.0,Maison,14.0,1,23.0,44 131 CZ,7367.857142857143
158796.0,Appartement,52.0,3,0.0,44 126 BI,3053.769230769231
196010.0,Maison,49.0,3,291.0,44 154 AH,4000.204081632653
581739.0,Maison,149.0,7,534.0,44 12 AW,3904.288590604027
390324.0,Maison,127.0,4,700.0,44 154 BA,3073.417322834646
680150.0,Maison,156.0,5,559.0,44 12 AD,4359.9358974358975
96990.0,Maison,90.0,4,650.0,44 21 AA,1077.6666666666667
178893.44,Maison,101.0,4,580.0,44 192 AC,1771.2221782178217
359550.0,Maison,113.0,5,944.0,44 154 BK,3181.858407079646
261341.78,Maison,96.0,4,524.0,44 154 AE,2722.3102083333333
746500.0,Maison,195.0,5,500.0,44 12 AN,3828.2051282051284
305344.0,Maison,136.0,5,212.0,44 126 I,2245.176470588235
345225.0,Maison,110.0,2,796.0,44 154 AX,3138.409090909091
66883.0,Maison,50.0,2,422.0,44 220 E,1337.66
290477.0,Maison,120.0,4,800.0,44 131 ZH,2420.641666666667
337187.0,Maison,106.0,4,1004.0,44 126 AV,3181.009433962264
1334012.0,Maison,160.0,7,0.0,44 131 DI,8337.575
174510.0,Maison,61.0,3,174.0,44 154 AD,2860.8196721311474
235294.12,Maison,66.0,3,212.0,44 182 AY,3565.062424242424
275748.84,Maison,101.0,7,489.0,44 126 BB,2730.1865346534655
216367.0,Maison,70.0,4,706.0,44 131 ZH,3090.957142857143
283437.0,Maison,77.0,3,317.0,44 131 AW,3681.0
122010.0,Appartement,84.0,4,0.0,44 116 A,1452.5
77272.72,Maison,89.0,4,1082.0,44 5 G,868.2328089887641
229665.0,Appartement,62.0,2,0.0,44 154 AS,3704.2741935483873
326014.34,Maison,91.0,4,360.0,44 106 AE,3582.575164835165
463290.0,Appartement,90.0,4,0.0,44 131 DH,5147.666666666667
526200.0,Maison,170.0,6,515.0,44 12 AK,3095.294117647059
215430.0,Appartement,65.0,4,0.0,44 12 AE,3314.3076923076924
500048.0,Maison,152.0,5,593.0,44 131 ZC,3289.7894736842104
130000.0,Maison,83.0,4,54.0,44 185 AW,1566.2650602409637
70000.0,Appartement,28.0,2,0.0,44 132 AC,2500.0
228000.0,Maison,125.0,5,695.0,44 98 YD,1824.0
85000.0,Maison,81.0,3,406.0,44 161 ZN,1049.3827160493827
85000.0,Maison,73.0,1,490.0,44 128 BI,1164.3835616438357
220000.0,Maison,90.0,4,551.0,44 210 BN,2444.4444444444443
112434.0,Appartement,68.0,4,0.0,44 184 CZ,1653.4411764705883
210000.0,Maison,122.0,5,2147.0,44 217 YR,1721.311475409836
183300.0,Maison,128.0,4,311.0,44 168 E,1432.03125
65000.0,Maison,58.0,3,1173.0,44 44 G,1120.6896551724137
131000.0,Maison,83.0,5,406.0,44 103 AC,1578.313253012048
197000.0,Maison,75.0,4,739.0,44 89 ZO,2626.6666666666665
170000.0,Maison,96.0,4,561.0,44 62 C,1770.8333333333333
252600.0,Maison,117.0,4,444.0,44 129 ZX,2158.974358974359
117000.0,Maison,79.0,3,159.0,44 176 AC,1481.012658227848
250000.0,Maison,107.0,4,870.0,44 13 ZT,2336.448598130841
187840.0,Maison,162.0,6,813.0,44 217 YH,1159.5061728395062
136000.0,Maison,57.0,2,517.0,44 56 ZY,2385.964912280702
60766.0,Appartement,34.0,1,0.0,44 129 AK,1787.235294117647
424326.9,Maison,180.0,9,2053.0,44 132 AX,2357.371666666667
218300.0,Maison,90.0,4,609.0,44 203 A,2425.5555555555557
200394.5,Maison,120.0,7,513.0,44 111 I,1669.9541666666667
176783.0,Maison,75.0,5,524.0,44 98 YA,2357.1066666666666
20500.0,Maison,25.0,1,398.0,44 91 YA,820.0
75000.0,Maison,90.0,5,319.0,44 7 AB,833.3333333333334
114917.0,Maison,160.0,7,792.0,44 217 D,718.23125
116823.0,Appartement,79.0,3,0.0,44 184 CL,1478.7721518987341
278291.0,Maison,56.0,3,0.0,44 132 AT,4969.482142857143
119437.0,Appartement,43.0,2,0.0,44 184 CT,2777.6046511627906
176601.83,Maison,74.0,3,211.0,44 47 BD,2386.511216216216
160380.0,Maison,112.0,5,345.0,44 184 BM,1431.9642857142858
106956.0,Maison,48.0,2,57.0,44 72 AD,2228.25
390715.0,Maison,83.0,4,0.0,44 132 BN,4707.409638554217
255452.84,Maison,25.0,1,1355.0,44 67 XN,10218.1136
155118.0,Appartement,40.0,2,0.0,44 132 AS,3877.95
262990.0,Maison,89.0,4,633.0,44 89 AE,2954.9438202247193
154635.0,Appartement,86.0,4,0.0,44 184 DE,1798.0813953488373
457143.0,Maison,122.0,6,580.0,44 184 CS,3747.0737704918033
168825.0,Maison,20.0,1,39.0,44 132 AD,8441.25
168990.0,Maison,99.0,5,320.0,44 23 G,1706.969696969697
376034.0,Maison,77.0,3,1863.0,44 6 AK,4883.558441558442
171535.0,Maison,123.0,6,221.0,44 184 BZ,1394.5934959349593
38770.72,Maison,80.0,4,235.0,44 47 CZ,484.634
775673.06,Maison,180.0,9,2053.0,44 132 AX,4309.294777777778
162594.0,Maison,25.0,1,216.0,44 47 DH,6503.76
314285.0,Maison,94.0,5,331.0,44 184 XR,3343.4574468085107
421535.0,Maison,228.0,6,546.0,44 184 VC,1848.8377192982457
178132.0,Maison,110.0,5,631.0,44 103 AB,1619.3818181818183
186076.0,Maison,98.0,4,219.0,44 25 AM,1898.734693877551
178290.0,Maison,80.0,4,654.0,44 30 AI,2228.625
144240.0,Appartement,50.0,3,0.0,44 132 AT,2884.8
182692.0,Maison,100.0,5,218.0,44 184 CM,1826.92
86512.0,Appartement,35.0,2,0.0,44 184 VD,2471.7714285714287
230296.0,Maison,98.0,4,105.0,44 184 XL,2349.9591836734694
143077.0,Appartement,82.0,4,0.0,44 184 CT,1744.841463414634
183333.0,Maison,114.0,5,500.0,44 128 XO,1608.1842105263158
122270.0,Maison,93.0,6,3772.0,44 68 ZY,1314.731182795699
175747.69,Maison,76.0,4,494.0,44 184 BR,2312.469605263158
408707.0,Maison,202.0,5,1361.0,44 129 ZK,2023.3019801980197
198469.0,Maison,90.0,4,358.0,44 47 CE,2205.211111111111
165110.0,Appartement,35.0,2,0.0,44 132 AW,4717.428571428572
750053.0,Maison,105.0,6,6905.0,44 111 G,7143.361904761905
199660.0,Maison,90.0,4,943.0,44 91 ZN,2218.4444444444443
200410.0,Maison,75.0,4,299.0,44 15 AR,2672.133333333333
238589.0,Maison,187.0,7,114.0,44 15 C,1275.8770053475937
160310.0,Appartement,65.0,4,0.0,44 184 XR,2466.3076923076924
274890.0,Maison,102.0,5,163.0,44 184 DE,2695.0
515986.0,Maison,139.0,4,471.0,44 184 YO,3712.1294964028775
104275.0,Appartement,42.0,2,0.0,44 184 CT,2482.7380952380954
81859.0,Appartement,31.0,0,0.0,44 132 AD,2640.6129032258063
229961.0,Appartement,69.0,3,0.0,44 184 CS,3332.768115942029
287238.0,Appartement,55.0,2,0.0,44 132 AE,5222.509090909091
403885.0,Appartement,72.0,3,0.0,44 132 AD,5609.513888888889
143865.0,Maison,80.0,4,226.0,44 103 AC,1798.3125
367010.0,Maison,175.0,6,1125.0,44 184 HM,2097.2
295845.0,Maison,140.0,6,725.0,44 111 I,2113.1785714285716
284990.0,Appartement,14.0,1,284.0,44 184 BT,20356.428571428572
233576.0,Maison,86.0,4,802.0,44 47 DN,2716.0
138720.0,Maison,68.0,4,418.0,44 184 CZ,2040.0
517300.0,Maison,225.0,7,2561.0,44 217 G,2299.1111111111113
432560.0,Maison,164.0,5,357.0,44 132 AT,2637.560975609756
185673.0,Appartement,67.0,3,0.0,44 184 CS,2771.2388059701493
138670.0,Maison,75.0,4,819.0,44 185 C,1848.9333333333334
19980.0,Maison,30.0,1,384.0,44 132 BA,666.0
225823.0,Appartement,77.0,4,0.0,44 184 YL,2932.7662337662337
235577.0,Maison,136.0,6,0.0,44 184 VH,1732.1838235294117
287583.0,Maison,92.0,5,500.0,44 184 HN,3125.9021739130435
443920.0,Appartement,56.0,1,0.0,44 132 AY,7927.142857142857
297690.0,Maison,198.0,9,849.0,44 89 ZR,1503.4848484848485
209270.0,Maison,74.0,4,204.0,44 184 CY,2827.972972972973
230428.0,Appartement,53.0,3,0.0,44 132 AH,4347.698113207547
135568.0,Maison,103.0,6,197.0,44 184 CY,1316.1941747572816
164240.0,Appartement,38.0,2,0.0,44 132 AD,4322.105263157895
49714.0,Maison,71.0,4,372.0,44 98 YH,700.1971830985915
390564.0,Maison,151.0,6,10616.0,44 129 YP,2586.5165562913908
250024.0,Maison,163.0,5,700.0,44 128 ZI,1533.8895705521472
260416.0,Maison,99.0,4,596.0,44 45 AM,2630.4646464646466
72775.0,Maison,97.0,3,280.0,44 67 A,750.2577319587629
141996.0,Maison,71.0,4,505.0,44 68 WR,1999.943661971831
60287.0,Appartement,18.0,1,0.0,44 184 XK,3349.277777777778
255280.0,Maison,101.0,5,310.0,44 184 BM,2527.5247524752476
45840.0,Appartement,18.0,1,0.0,44 184 CX,2546.6666666666665
197395.0,Maison,106.0,5,2918.0,44 128 M,1862.2169811320755
284769.0,Maison,141.0,6,692.0,44 175 ZX,2019.6382978723404
185981.0,Maison,90.0,5,38.0,44 23 M,2066.4555555555557
180782.0,Maison,93.0,5,245.0,44 184 CZ,1943.8924731182797
239145.0,Maison,110.0,6,888.0,44 129 ZL,2174.0454545454545
203670.0,Maison,90.0,4,697.0,44 195 AS,2263.0
251771.0,Maison,122.0,5,685.0,44 103 AD,2063.6967213114754
286458.0,Maison,102.0,5,820.0,44 33 C,2808.4117647058824
268295.0,Maison,182.0,5,990.0,44 128 WI,1474.1483516483515
167453.0,Maison,103.0,4,450.0,44 210 AY,1625.7572815533981
195525.0,Maison,83.0,4,219.0,44 184 CO,2355.722891566265
126311.0,Maison,66.0,4,268.0,44 184 BW,1913.8030303030303
154875.0,Maison,33.0,1,624.0,44 137 ZS,4693.181818181818
93015.0,Appartement,41.0,2,0.0,44 185 BC,2268.6585365853657
173792.0,Maison,77.0,3,373.0,44 52 YK,2257.038961038961
615400.0,Appartement,87.0,5,0.0,44 132 BP,7073.563218390805
326090.0,Maison,150.0,6,1101.0,44 129 AK,2173.9333333333334
235109.0,Maison,85.0,2,546.0,44 175 YA,2765.9882352941177
128031.45,Maison,129.0,5,631.0,44 129 ZE,992.4918604651162
340330.0,Maison,140.0,6,120.0,44 184 XS,2430.9285714285716
125273.0,Appartement,58.0,3,0.0,44 184 VY,2159.8793103448274
22319.0,Maison,50.0,2,84.0,44 92 ZE,446.38
61926.53,Maison,111.0,6,532.0,44 47 BT,557.8966666666666
396805.0,Maison,127.0,5,500.0,44 217 AE,3124.448818897638
368990.0,Maison,113.0,6,949.0,44 6 AD,3265.3982300884954
606620.0,Maison,242.0,8,1765.0,44 184 EP,2506.694214876033
267236.2,Maison,64.0,3,214.0,44 132 BN,4175.565625
180487.0,Appartement,66.0,3,0.0,44 184 VD,2734.651515151515
47176.05,Maison,95.0,5,436.0,44 47 CZ,496.59000000000003
178310.0,Maison,96.0,5,537.0,44 52 ZC,1857.3958333333333
142990.0,Appartement,55.0,2,100.0,44 185 BC,2599.818181818182
171690.0,Appartement,63.0,3,0.0,44 184 DE,2725.2380952380954
169740.0,Maison,118.0,5,351.0,44 98 YB,1438.4745762711864
117568.0,Appartement,54.0,3,0.0,44 184 VV,2177.185185185185
346659.0,Maison,117.0,5,1000.0,44 158 AL,2962.897435897436
164835.0,Maison,67.0,3,236.0,44 184 CO,2460.223880597015
87780.0,Maison,35.0,2,0.0,44 10 AM,2508.0
185000.0,Appartement,54.0,2,0.0,44 49 AL,3425.925925925926
432550.0,Maison,81.0,4,327.0,44 55 BO,5340.123456790124
257315.0,Maison,105.0,5,170.0,44 97 AK,2450.6190476190477
450000.0,Maison,75.0,3,945.0,44 125 AY,6000.0
230000.0,Maison,69.0,4,0.0,44 135 AI,3333.3333333333335
226359.3,Maison,80.0,3,523.0,44 5 G,2829.49125
467738.0,Appartement,44.0,3,262.0,44 55 AZ,10630.40909090909
159140.0,Maison,111.0,5,465.0,44 68 ZY,1433.6936936936936
250000.0,Maison,55.0,3,616.0,44 211 AW,4545.454545454545
435740.0,Maison,85.0,4,433.0,44 131 DP,5126.35294117647
424070.0,Maison,137.0,5,814.0,44 131 EB,3095.401459854015
271528.0,Appartement,45.0,2,0.0,44 55 BL,6033.955555555555
976000.0,Maison,155.0,6,491.0,44 10 AX,6296.774193548387
123890.0,Maison,63.0,3,379.0,44 183 AD,1966.5079365079366
171370.0,Appartement,66.0,3,0.0,44 55 BW,2596.5151515151515
124545.0,Appartement,42.0,2,0.0,44 184 XS,2965.3571428571427
346517.0,Maison,113.0,6,407.0,44 166 AK,3066.522123893805
431130.0,Maison,209.0,6,528.0,44 45 AP,2062.822966507177
339972.0,Maison,67.0,3,158.0,44 131 DK,5074.20895522388
282839.0,Appartement,32.0,1,0.0,44 55 CD,8838.71875
60551.0,Appartement,21.0,1,0.0,44 184 DM,2883.3809523809523
420105.0,Maison,112.0,4,370.0,44 184 EO,3750.9375
417560.0,Appartement,19.0,1,842.0,44 184 DO,21976.842105263157
348335.0,Maison,91.0,3,232.0,44 151 BT,3827.8571428571427
111152.0,Appartement,29.0,1,0.0,44 49 AO,3832.8275862068967
268571.0,Maison,121.0,6,913.0,44 154 AW,2219.595041322314
230625.0,Maison,99.0,5,0.0,44 195 AZ,2329.5454545454545
262859.0,Maison,86.0,4,454.0,44 192 YC,3056.5
142276.0,Appartement,45.0,2,0.0,44 49 AL,3161.688888888889
1268000.0,Maison,209.0,8,1043.0,44 55 AD,6066.985645933014
220990.0,Maison,76.0,3,730.0,44 5 G,2907.7631578947367
301105.44,Maison,83.0,4,1553.0,44 192 AC,3627.7763855421686
331350.0,Appartement,64.0,3,0.0,44 55 BY,5177.34375
196210.0,Maison,90.0,5,255.0,44 184 BS,2180.1111111111113
294780.0,Maison,80.0,4,226.0,44 131 AT,3684.75
709300.0,Maison,88.0,6,688.0,44 131 DH,8060.227272727273
1082140.0,Maison,220.0,7,10554.0,44 217 AY,4918.818181818182
162885.0,Maison,41.0,2,0.0,44 10 AN,3972.8048780487807
83373.85,Maison,85.0,3,0.0,44 62 D,980.8688235294119
347129.0,Appartement,81.0,3,0.0,44 55 CD,4285.543209876543
810966.0,Maison,86.0,6,300.0,44 55 CD,9429.837209302326
201933.0,Appartement,43.0,2,0.0,44 55 AP,4696.116279069767
743500.0,Appartement,134.0,5,0.0,44 55 BP,5548.507462686567
1426000.0,Appartement,90.0,4,0.0,44 55 CH,15844.444444444445
488238.0,Maison,88.0,4,308.0,44 135 AD,5548.159090909091
269470.0,Appartement,63.0,3,0.0,44 12 AL,4277.3015873015875
731950.0,Maison,144.0,4,1029.0,44 154 AV,5082.986111111111
322403.0,Appartement,70.0,3,0.0,44 132 AX,4605.757142857143
511050.0,Appartement,69.0,3,0.0,44 55 BY,7406.521739130435
217625.0,Appartement,78.0,4,1077.0,44 210 AX,2790.0641025641025
733050.0,Maison,67.0,4,255.0,44 55 BZ,10941.044776119403
168417.48,Maison,41.0,2,0.0,44 49 AK,4107.743414634147
300180.0,Appartement,62.0,3,0.0,44 135 AI,4841.612903225807
105534.0,Appartement,43.0,2,0.0,44 184 CO,2454.279069767442
60053.0,Maison,81.0,5,568.0,44 116 A,741.395061728395
237930.0,Maison,150.0,6,800.0,44 57 XS,1586.2
245320.0,Maison,120.0,5,508.0,44 176 AH,2044.3333333333333
474820.0,Maison,126.0,5,487.0,44 55 CY,3768.4126984126983
156336.0,Maison,89.0,3,369.0,44 69 XK,1756.5842696629213
275557.5,Maison,89.0,4,342.0,44 154 ZS,3096.1516853932585
75382.0,Appartement,26.0,1,0.0,44 49 AH,2899.3076923076924
294010.0,Maison,89.0,5,361.0,44 47 BV,3303.483146067416
428385.0,Maison,97.0,4,394.0,44 132 AM,4416.340206185567
881700.0,Maison,120.0,5,314.0,44 55 AE,7347.5
97239.8,Maison,165.0,6,908.0,44 184 HL,589.3321212121213
285714.0,Maison,75.0,4,539.0,44 154 AB,3809.52
220290.0,Maison,122.0,4,645.0,44 33 ZP,1805.655737704918
182085.0,Appartement,62.0,3,0.0,44 132 AK,2936.8548387096776
127658.5,Appartement,45.0,2,0.0,44 132 AK,2836.8555555555554
366857.0,Maison,92.0,4,269.0,44 55 CP,3987.5760869565215
92730.0,Appartement,20.0,1,0.0,44 55 BR,4636.5
643951.0,Maison,124.0,6,191.0,44 55 BY,5193.153225806452
617199.0,Maison,135.0,4,110.0,44 10 AI,4571.844444444445
155397.55,Appartement,54.0,3,0.0,44 55 CT,2877.732407407407
402300.0,Appartement,78.0,3,0.0,44 55 CI,5157.692307692308
349428.0,Maison,135.0,5,1056.0,44 69 ZO,2588.3555555555554
612800.0,Appartement,72.0,2,0.0,44 55 BZ,8511.111111111111
698409.0,Maison,143.0,6,919.0,44 49 AT,4883.979020979021
1059000.0,Maison,216.0,6,740.0,44 55 BC,4902.777777777777
1922000.0,Maison,257.0,9,1000.0,44 55 BR,7478.599221789883
274140.0,Maison,62.0,3,360.0,44 55 BC,4421.612903225807
365581.0,Maison,128.0,5,500.0,44 151 BO,2856.1015625
370230.0,Maison,168.0,6,652.0,44 69 BA,2203.75
255128.0,Appartement,52.0,2,0.0,44 55 BL,4906.307692307692
459056.0,Appartement,60.0,3,0.0,44 55 BX,7650.933333333333
123538.0,Appartement,43.0,2,0.0,44 49 AH,2872.9767441860463
707100.0,Maison,114.0,5,1267.0,44 55 AY,6202.631578947368
79630.0,Appartement,22.0,1,0.0,44 211 AC,3619.5454545454545
354286.0,Maison,102.0,5,341.0,44 69 AH,3473.392156862745
146943.0,Appartement,29.0,2,0.0,44 55 BH,5067.0
92998.0,Appartement,43.0,2,0.0,44 55 BZ,2162.7441860465115
134715.0,Appartement,49.0,3,0.0,44 55 BC,2749.285714285714
450911.0,Maison,199.0,6,500.0,44 151 CN,2265.884422110553
283435.0,Appartement,73.0,3,0.0,44 55 BM,3882.671232876712
195038.0,Appartement,68.0,2,0.0,44 49 AH,2868.205882352941
121271.0,Maison,56.0,1,200.0,44 55 DB,2165.5535714285716
78052.0,Appartement,26.0,1,0.0,44 49 AH,3002.0
219755.0,Appartement,36.0,2,0.0,44 55 BZ,6104.305555555556
190620.0,Maison,37.0,2,145.0,44 135 AL,5151.891891891892
1285000.0,Appartement,95.0,4,0.0,44 55 CH,13526.315789473685
352800.0,Maison,120.0,6,774.0,44 69 AR,2940.0
110887.0,Appartement,49.0,2,0.0,44 55 BH,2263.0
422200.0,Maison,141.0,5,500.0,44 183 ZA,2994.326241134752
82665.0,Appartement,23.0,1,0.0,44 55 CI,3594.1304347826085
430622.0,Appartement,33.0,1,0.0,44 55 BN,13049.151515151516
1253450.0,Maison,186.0,6,500.0,44 125 AZ,6738.978494623656
111545.0,Appartement,40.0,2,0.0,44 55 AY,2788.625
809230.0,Maison,208.0,6,500.0,44 125 AN,3890.528846153846
189598.58,Appartement,53.0,4,0.0,44 135 AD,3577.3316981132075
135585.0,Maison,66.0,3,309.0,44 183 AE,2054.318181818182
202120.0,Appartement,43.0,2,0.0,44 55 AK,4700.46511627907
635300.0,Maison,147.0,6,805.0,44 55 BO,4321.768707482993
174660.0,Appartement,45.0,2,0.0,44 49 AM,3881.3333333333335
721500.0,Maison,189.0,6,500.0,44 55 AP,3817.4603174603176
584670.0,Appartement,62.0,3,0.0,44 55 CI,9430.161290322581
1208000.0,Maison,186.0,7,875.0,44 55 BM,6494.623655913979
641930.0,Maison,112.0,5,226.0,44 55 BY,5731.517857142857
197517.0,Appartement,39.0,1,0.0,44 55 CI,5064.538461538462
610155.0,Maison,122.0,5,1115.0,44 135 AM,5001.270491803279
368420.0,Maison,141.0,5,1026.0,44 55 CP,2612.9078014184397
519890.0,Appartement,84.0,4,0.0,44 55 BI,6189.166666666667
378480.0,Appartement,77.0,3,0.0,44 55 BN,4915.324675324675
1220350.0,Maison,134.0,5,552.0,44 55 CD,9107.089552238805
485500.0,Appartement,89.0,4,0.0,44 55 BM,5455.056179775281
1910000.0,Maison,250.0,10,1005.0,44 55 CD,7640.0
180140.0,Appartement,29.0,1,0.0,44 135 AI,6211.724137931034
684545.0,Appartement,50.0,2,0.0,44 55 CE,13690.9
167765.0,Appartement,43.0,2,0.0,44 49 AB,3901.5116279069766
192543.0,Appartement,57.0,2,0.0,44 10 AY,3377.9473684210525
944500.0,Maison,123.0,6,898.0,44 55 CD,7678.861788617886
974264.0,Maison,270.0,7,2326.0,44 69 AZ,3608.385185185185
298340.0,Appartement,190.0,7,0.0,44 49 AK,1570.2105263157894
200956.0,Maison,38.0,2,143.0,44 55 AP,5288.315789473684
612227.0,Maison,195.0,6,692.0,44 55 BP,3139.625641025641
125001.0,Appartement,42.0,2,0.0,44 211 AD,2976.214285714286
315185.0,Maison,95.0,3,363.0,44 49 AM,3317.7368421052633
1051263.0,Maison,140.0,7,692.0,44 55 BN,7509.021428571428
178898.0,Maison,76.0,4,496.0,44 55 BC,2353.9210526315787
285193.0,Maison,100.0,4,284.0,44 10 AM,2851.93
626650.0,Maison,151.0,5,626.0,44 49 AS,4150.0
84049.0,Appartement,47.0,1,0.0,44 49 AH,1788.276595744681
400900.0,Maison,113.0,5,704.0,44 69 BL,3547.787610619469
380070.0,Maison,133.0,6,1048.0,44 69 AO,2857.6691729323306
220392.0,Appartement,84.0,3,0.0,44 69 K,2623.714285714286
374790.0,Maison,236.0,9,827.0,44 69 AL,1588.093220338983
703428.0,Maison,49.0,3,709.0,44 55 BL,14355.673469387755
715490.0,Maison,190.0,6,1458.0,44 69 BM,3765.7368421052633
243331.0,Maison,135.0,4,1040.0,44 183 ZA,1802.4518518518519
318966.0,Maison,103.0,5,351.0,44 49 AS,3096.757281553398
880050.0,Maison,249.0,6,160.0,44 135 AE,3534.3373493975905
706868.0,Maison,175.0,5,168.0,44 135 AE,4039.2457142857143
289551.3,Maison,97.0,4,429.0,44 151 BN,2985.064948453608
318510.0,Maison,89.0,4,275.0,44 10 AD,3578.7640449438204
1688000.0,Appartement,114.0,5,0.0,44 55 CH,14807.017543859649
610046.0,Appartement,83.0,3,0.0,44 55 BY,7349.951807228916
463440.0,Maison,122.0,5,648.0,44 55 CT,3798.688524590164
584450.0,Maison,164.0,6,160.0,44 125 AB,3563.7195121951218
621500.0,Appartement,90.0,4,0.0,44 55 CE,6905.555555555556
212381.0,Appartement,52.0,3,0.0,44 135 AD,4084.25
289020.0,Maison,60.0,3,78.0,44 10 AD,4817.0
1230770.0,Appartement,84.0,4,0.0,44 55 CH,14652.02380952381
737200.0,Maison,179.0,4,500.0,44 69 YR,4118.435754189944
548150.0,Maison,186.0,6,2085.0,44 151 BY,2947.043010752688
256537.0,Appartement,55.0,3,0.0,44 211 AY,4664.309090909091
562982.0,Maison,149.0,6,694.0,44 151 CH,3778.4026845637586
2453000.0,Appartement,136.0,3,0.0,44 55 BZ,18036.764705882353
346050.0,Maison,140.0,5,576.0,44 211 AN,2471.785714285714
367666.0,Maison,103.0,4,252.0,44 10 AS,3569.5728155339807
592800.0,Maison,235.0,7,1000.0,44 183 ZD,2522.553191489362
206796.0,Appartement,34.0,2,205.0,44 55 AZ,6082.235294117647
853000.0,Maison,204.0,6,500.0,44 55 AM,4181.3725490196075
390757.56,Maison,130.0,4,500.0,44 97 AS,3005.8273846153847
87180.0,Appartement,34.0,1,0.0,44 135 AE,2564.1176470588234
158280.0,Appartement,21.0,1,0.0,44 55 BY,7537.142857142857
674600.0,Maison,220.0,4,83.0,44 10 AI,3066.3636363636365
474400.0,Maison,131.0,6,620.0,44 55 CP,3621.374045801527
151485.0,Appartement,42.0,2,0.0,44 55 BR,3606.785714285714
805900.0,Maison,200.0,6,2506.0,44 69 BM,4029.5
33050.0,Maison,25.0,2,41.0,44 211 AT,1322.0
425150.0,Appartement,83.0,4,0.0,44 55 BN,5122.289156626506
